# Synthetic organic radical, 2x1H (garlic)
# Microwave Frequency: 9.85 GHz
# Field unit: mT
Field_mT	Intensity
348.41182	5.5366368e-03
348.41964	-2.5021619e-02
348.42746	7.7723702e-03
348.43528	8.6663804e-03
348.44310	-2.2107279e-02
348.45092	2.6094965e-02
348.45874	1.2709464e-02
348.46656	-4.9228208e-02
348.47439	3.0612556e-03
348.48221	-3.1604810e-02
348.49003	2.8420640e-02
348.49785	2.0188583e-02
348.50567	-2.7576760e-02
348.51349	-2.2108682e-02
348.52131	2.5595955e-03
348.52913	-5.9568774e-03
348.53695	3.8143602e-02
348.54477	1.8538003e-02
348.55259	-7.0468883e-03
348.56041	1.4448828e-02
348.56823	-5.0792914e-02
348.57605	7.7608261e-03
348.58387	2.1674528e-02
348.59169	-4.4593170e-03
348.59951	-1.7740713e-02
348.60733	1.4160627e-02
348.61515	4.8980309e-02
348.62297	5.1368169e-03
348.63079	-2.8001693e-02
348.63861	3.6160525e-02
348.64643	-4.6948123e-02
348.65425	1.2595847e-02
348.66207	-1.4532978e-02
348.66989	2.3281015e-02
348.67771	-2.1220637e-02
348.68553	3.3112588e-02
348.69335	7.5233934e-03
348.70117	-4.3154274e-02
348.70899	-4.9328406e-02
348.71681	-7.8852877e-03
348.72463	3.2372574e-02
348.73245	3.1932201e-03
348.74027	1.6956754e-03
348.74809	-5.8797467e-03
348.75591	1.8465548e-02
348.76373	9.4514104e-03
348.77155	7.0270873e-03
348.77937	-2.4599430e-02
348.78719	2.9715182e-02
348.79501	3.4096069e-02
348.80283	-3.2514567e-02
348.81065	5.7556865e-02
348.81847	1.8082370e-02
348.82629	-1.2180222e-02
348.83411	-4.7588745e-02
348.84193	1.6441543e-02
348.84975	1.3958399e-02
348.85757	-1.4869945e-02
348.86539	-4.4742741e-02
348.87321	2.8133254e-02
348.88103	-1.4686392e-02
348.88885	-1.1771793e-02
348.89667	7.1163216e-02
348.90449	5.3221654e-02
348.91231	2.3866031e-02
348.92013	-1.1362645e-02
348.92795	1.6259685e-02
348.93577	-5.7013315e-02
348.94359	2.6870285e-03
348.95141	-1.8971460e-02
348.95923	-3.2115841e-02
348.96705	-3.9545529e-02
348.97487	1.3153423e-02
348.98269	2.2576979e-03
348.99051	4.0185907e-03
348.99833	2.1085216e-02
349.00615	-2.1125958e-02
349.01397	-3.0863149e-02
349.02179	-4.4382340e-02
349.02961	-8.3527819e-03
349.03743	1.9031381e-02
349.04526	-3.7077623e-03
349.05308	1.6056386e-02
349.06090	-2.9497799e-02
349.06872	-1.1699121e-02
349.07654	-1.9119130e-02
349.08436	-3.1179777e-02
349.09218	4.6516895e-02
349.10000	2.1333971e-02
349.10782	-1.9014159e-02
349.11564	-1.9119166e-02
349.12346	-1.3982399e-03
349.13128	-3.6019241e-02
349.13910	1.0928218e-02
349.14692	-3.2322990e-02
349.15474	-9.2273958e-03
349.16256	-2.5586680e-02
349.17038	-1.1961855e-02
349.17820	-3.3244103e-02
349.18602	-3.9285240e-02
349.19384	-2.4117719e-02
349.20166	-1.6963941e-02
349.20948	-7.3354179e-03
349.21730	1.7619307e-03
349.22512	3.8210275e-02
349.23294	2.0344711e-02
349.24076	-6.2835117e-03
349.24858	1.8187491e-02
349.25640	-1.7182323e-02
349.26422	3.6252980e-02
349.27204	1.3778219e-02
349.27986	-3.3854077e-02
349.28768	1.8927168e-02
349.29550	2.0445475e-02
349.30332	-6.7096066e-02
349.31114	-1.8657895e-02
349.31896	-1.1800407e-02
349.32678	-4.8166959e-02
349.33460	-2.6632884e-02
349.34242	-2.3661681e-02
349.35024	1.2725406e-02
349.35806	7.5603420e-03
349.36588	6.5703877e-02
349.37370	-9.8061689e-03
349.38152	2.8881893e-02
349.38934	2.0231007e-03
349.39716	6.8259216e-03
349.40498	-2.8937111e-02
349.41280	-4.7717984e-02
349.42062	-1.9123299e-02
349.42844	1.9110538e-02
349.43626	3.9627401e-02
349.44408	1.5157997e-02
349.45190	1.2516225e-02
349.45972	-2.0908965e-02
349.46754	3.8418581e-02
349.47536	3.3657445e-02
349.48318	-1.3207447e-02
349.49100	-1.0947981e-03
349.49882	-2.4835699e-02
349.50664	3.6746929e-02
349.51446	1.0226797e-02
349.52228	-2.3074578e-03
349.53010	1.0242905e-02
349.53792	1.1087239e-02
349.54574	-1.0214426e-02
349.55356	-3.0964796e-02
349.56138	-3.2017923e-02
349.56920	-4.3382039e-02
349.57702	1.1609899e-02
349.58484	5.5543607e-02
349.59266	-4.2395145e-02
349.60048	3.5403418e-03
349.60830	1.0359363e-02
349.61612	-2.4529224e-02
349.62395	5.1987610e-03
349.63177	-2.7333562e-02
349.63959	3.0101707e-02
349.64741	-1.4762730e-02
349.65523	2.6094014e-03
349.66305	1.7203380e-02
349.67087	-1.0646139e-02
349.67869	-4.4679363e-02
349.68651	-1.3177862e-02
349.69433	1.9180596e-02
349.70215	-2.0053523e-03
349.70997	5.8550103e-03
349.71779	-2.6897378e-02
349.72561	3.6956989e-03
349.73343	1.8321835e-02
349.74125	1.0314738e-03
349.74907	4.7823333e-02
349.75689	-5.0690923e-03
349.76471	-2.5905141e-02
349.77253	-4.0309906e-02
349.78035	2.8934778e-02
349.78817	-1.3376691e-03
349.79599	2.5431592e-02
349.80381	1.1586140e-02
349.81163	4.0775007e-02
349.81945	3.1804185e-02
349.82727	-9.2836378e-03
349.83509	7.0062036e-03
349.84291	2.7297371e-02
349.85073	-3.0734675e-02
349.85855	3.6443883e-02
349.86637	3.0475752e-02
349.87419	2.4753663e-02
349.88201	-4.8380200e-03
349.88983	7.7437567e-03
349.89765	-2.7735616e-02
349.90547	1.6495497e-03
349.91329	-1.4478256e-02
349.92111	2.3760859e-03
349.92893	-1.2147687e-02
349.93675	7.3192796e-03
349.94457	2.9713971e-02
349.95239	-3.2502671e-02
349.96021	2.3379202e-02
349.96803	-4.9543566e-02
349.97585	-5.3766455e-02
349.98367	-2.7168783e-03
349.99149	4.4388160e-04
349.99931	1.1354345e-02
350.00713	-4.0891241e-02
350.01495	-1.1955952e-03
350.02277	3.4759059e-03
350.03059	3.1703295e-02
350.03841	-2.2619444e-03
350.04623	1.3570237e-02
350.05405	-2.4078240e-02
350.06187	-4.3189197e-03
350.06969	-1.0755258e-02
350.07751	1.7979585e-02
350.08533	-2.4308937e-02
350.09315	-2.0431181e-02
350.10097	1.4842740e-02
350.10879	4.5195986e-02
350.11661	1.0045625e-02
350.12443	8.0860300e-03
350.13225	-8.1364740e-03
350.14007	2.7748943e-02
350.14789	1.4058715e-02
350.15571	4.3914437e-02
350.16353	8.8776894e-03
350.17135	-2.3080166e-02
350.17917	-1.3583226e-02
350.18699	-2.3989405e-02
350.19482	-3.0542419e-02
350.20264	3.2355603e-02
350.21046	2.0983014e-02
350.21828	-3.0127022e-02
350.22610	4.5414407e-02
350.23392	7.0407777e-03
350.24174	-2.2946811e-02
350.24956	1.0683451e-02
350.25738	-6.4548966e-04
350.26520	-1.8171079e-02
350.27302	-4.7362224e-02
350.28084	2.2004147e-03
350.28866	8.6596244e-03
350.29648	-6.3033201e-02
350.30430	1.5407872e-02
350.31212	1.7075791e-02
350.31994	-1.0000862e-02
350.32776	4.6666057e-03
350.33558	-5.0216911e-03
350.34340	-1.8788334e-02
350.35122	-6.7027044e-03
350.35904	3.6265198e-02
350.36686	-3.3594542e-02
350.37468	8.8185843e-03
350.38250	7.7349695e-03
350.39032	-1.4286294e-02
350.39814	-7.2978412e-03
350.40596	-3.0954362e-02
350.41378	-1.6852093e-02
350.42160	5.2652221e-03
350.42942	1.3566739e-02
350.43724	-1.6478664e-02
350.44506	8.3059919e-02
350.45288	-6.8303612e-03
350.46070	1.1516885e-02
350.46852	3.6316913e-03
350.47634	6.6000728e-04
350.48416	4.4690154e-02
350.49198	2.0361165e-03
350.49980	4.9677921e-02
350.50762	4.7870467e-02
350.51544	-2.7324123e-03
350.52326	5.5088770e-02
350.53108	2.1433382e-02
350.53890	1.1874575e-01
350.54672	5.9413974e-02
350.55454	7.2619428e-02
350.56236	8.6017521e-02
350.57018	1.5114345e-01
350.57800	2.3043334e-01
350.58582	2.9045037e-01
350.59364	3.5789282e-01
350.60146	4.3697087e-01
350.60928	4.9228261e-01
350.61710	5.3245358e-01
350.62492	3.8094163e-01
350.63274	2.4611585e-01
350.64056	-9.2407479e-04
350.64838	-2.5880384e-01
350.65620	-4.3143587e-01
350.66402	-5.0986168e-01
350.67184	-4.8072121e-01
350.67966	-4.6620585e-01
350.68748	-4.1165370e-01
350.69530	-3.1008789e-01
350.70312	-2.4682056e-01
350.71094	-1.9604903e-01
350.71876	-1.2900363e-01
350.72658	-1.1958399e-01
350.73440	-5.4336585e-02
350.74222	-3.8234998e-02
350.75004	-4.6543110e-02
350.75786	-5.7480398e-02
350.76569	1.7356392e-02
350.77351	-1.3769849e-02
350.78133	6.3535721e-02
350.78915	-2.6423375e-02
350.79697	1.3420209e-02
350.80479	-1.6888828e-02
350.81261	1.9506647e-03
350.82043	1.7924622e-02
350.82825	-2.1526601e-02
350.83607	-2.7573515e-03
350.84389	5.0114065e-03
350.85171	5.0503118e-03
350.85953	1.8359254e-02
350.86735	3.0357382e-02
350.87517	2.6892292e-02
350.88299	1.4052510e-02
350.89081	3.4360324e-04
350.89863	-1.7500489e-02
350.90645	-5.7242131e-03
350.91427	1.6346270e-03
350.92209	3.4436067e-02
350.92991	1.1229600e-02
350.93773	-7.2138824e-03
350.94555	4.3821841e-02
350.95337	1.3557736e-02
350.96119	2.1738334e-02
350.96901	4.5261854e-02
350.97683	7.7210273e-02
350.98465	2.6414610e-02
350.99247	9.0409772e-02
351.00029	1.6915593e-01
351.00811	2.2116207e-01
351.01593	2.9704588e-01
351.02375	4.1761986e-01
351.03157	5.9920213e-01
351.03939	6.9823271e-01
351.04721	8.6744445e-01
351.05503	9.7870791e-01
351.06285	9.8874447e-01
351.07067	9.3290535e-01
351.07849	6.6177840e-01
351.08631	2.3495459e-01
351.09413	-2.7836489e-01
351.10195	-6.5116044e-01
351.10977	-9.3177336e-01
351.11759	-1.0138036e+00
351.12541	-9.8709731e-01
351.13323	-8.0440670e-01
351.14105	-6.9108077e-01
351.14887	-5.6789089e-01
351.15669	-4.4852454e-01
351.16451	-3.5690449e-01
351.17233	-2.2297075e-01
351.18015	-1.5755565e-01
351.18797	-1.5365614e-01
351.19579	-5.7705439e-02
351.20361	-4.5981918e-02
351.21143	-7.4970483e-02
351.21925	-5.4776463e-02
351.22707	-4.4322019e-02
351.23489	-2.4146188e-02
351.24271	-2.7483822e-02
351.25053	-6.1293332e-02
351.25835	1.9484222e-02
351.26617	-6.9405862e-03
351.27399	1.8856086e-02
351.28181	2.0628958e-02
351.28963	-1.4225447e-02
351.29745	1.0718570e-03
351.30527	1.2365031e-02
351.31309	1.4522033e-02
351.32091	-7.5459470e-03
351.32873	-1.7667946e-02
351.33656	-1.0570238e-04
351.34438	-1.9783479e-02
351.35220	-1.2354444e-02
351.36002	-4.7844325e-02
351.36784	6.4821034e-03
351.37566	-1.9638935e-02
351.38348	-5.9951254e-03
351.39130	8.7706395e-03
351.39912	2.0591782e-02
351.40694	6.3354170e-02
351.41476	2.5755126e-02
351.42258	-8.3381300e-03
351.43040	3.9504165e-02
351.43822	3.5014976e-02
351.44604	8.0005756e-02
351.45386	8.1737025e-02
351.46168	1.2090061e-01
351.46950	1.7768422e-01
351.47732	2.3815073e-01
351.48514	2.7975066e-01
351.49296	3.8149728e-01
351.50078	4.6100806e-01
351.50860	5.2865952e-01
351.51642	4.7988886e-01
351.52424	3.9048890e-01
351.53206	2.3542110e-01
351.53988	-9.4382024e-03
351.54770	-2.1991874e-01
351.55552	-4.0889622e-01
351.56334	-4.9670615e-01
351.57116	-4.6398808e-01
351.57898	-4.1611732e-01
351.58680	-4.0049445e-01
351.59462	-3.1144757e-01
351.60244	-2.8696558e-01
351.61026	-1.9257276e-01
351.61808	-1.5588822e-01
351.62590	-1.0149440e-01
351.63372	-8.1100596e-02
351.64154	-5.4485528e-02
351.64936	-4.0268698e-02
351.65718	-1.6864730e-02
351.66500	-1.7635755e-02
351.67282	-3.3370168e-02
351.68064	-4.8547276e-02
351.68846	1.6864893e-02
351.69628	2.3269129e-02
351.70410	-2.2015626e-02
351.71192	4.6391646e-03
351.71974	-4.6486258e-02
351.72756	-4.6483627e-02
351.73538	-1.3398471e-02
351.74320	3.0811286e-02
351.75102	-3.1562629e-02
351.75884	-2.5744534e-02
351.76666	3.5742907e-02
351.77448	-5.1392171e-02
351.78230	1.2444917e-02
351.79012	8.7908845e-03
351.79794	-8.2887950e-03
351.80576	1.8268470e-03
351.81358	6.2872656e-02
351.82140	-3.0646183e-02
351.82922	-1.0147175e-02
351.83704	-8.0923157e-03
351.84486	-1.9236790e-02
351.85268	-3.5410601e-02
351.86050	3.8088479e-02
351.86832	3.8674186e-03
351.87614	-4.5484992e-02
351.88396	-1.9013839e-02
351.89178	8.7752892e-03
351.89960	8.8030861e-03
351.90743	-3.7219312e-02
351.91525	-3.4309617e-03
351.92307	5.4376766e-03
351.93089	8.7863935e-03
351.93871	8.8895012e-03
351.94653	-4.6502115e-02
351.95435	4.5293181e-02
351.96217	4.4392529e-03
351.96999	4.4350152e-02
351.97781	7.0814808e-02
351.98563	-4.7420374e-03
351.99345	-3.1539776e-02
352.00127	2.0937951e-02
352.00909	-5.1575956e-03
352.01691	-1.1895147e-02
352.02473	-2.6416778e-02
352.03255	4.1633823e-02
352.04037	-1.1605174e-02
352.04819	-3.5506705e-02
352.05601	-1.1686307e-02
352.06383	-2.9409513e-02
352.07165	3.4875351e-03
352.07947	-1.0927151e-02
352.08729	-2.6862486e-02
352.09511	1.4632609e-02
352.10293	-1.6482824e-02
352.11075	1.7710906e-02
352.11857	3.1154641e-02
352.12639	-9.4062180e-03
352.13421	-1.6508303e-02
352.14203	4.6483564e-03
352.14985	2.1963068e-02
352.15767	-3.8261505e-04
352.16549	3.1960254e-03
352.17331	-9.6566076e-04
352.18113	7.4960415e-03
352.18895	1.5442928e-02
352.19677	-1.7918912e-02
352.20459	-1.2322725e-02
352.21241	8.3797470e-04
352.22023	-1.6887734e-02
352.22805	3.1657277e-03
352.23587	1.3173061e-02
352.24369	-7.6723824e-04
352.25151	-1.5306711e-02
352.25933	-1.9642045e-02
352.26715	4.3574403e-02
352.27497	2.1761951e-02
352.28279	-2.8193402e-02
352.29061	-2.1215900e-02
352.29843	4.6660834e-02
352.30625	3.7601927e-02
352.31407	3.0284896e-03
352.32189	2.8774739e-02
352.32971	-3.7341736e-02
352.33753	-1.3027241e-04
352.34535	1.8361149e-02
352.35317	-4.6654410e-02
352.36099	-1.9726357e-02
352.36881	1.9423472e-02
352.37663	2.8146331e-02
352.38445	-1.4973734e-02
352.39227	7.1074490e-03
352.40009	3.9883183e-02
352.40791	-9.6799021e-03
352.41573	-3.3462716e-02
352.42355	-1.6609373e-03
352.43137	-9.9519088e-03
352.43919	3.2405934e-02
352.44701	3.8852285e-03
352.45483	-2.0167491e-02
352.46265	5.9900947e-02
352.47047	-1.2613206e-02
352.47830	1.1703181e-02
352.48612	1.6800074e-02
352.49394	1.9504522e-02
352.50176	4.2214899e-03
352.50958	1.4567501e-02
352.51740	-1.7948938e-03
352.52522	-3.5574941e-02
352.53304	-5.5887623e-03
352.54086	-5.0519552e-03
352.54868	-4.5328671e-03
352.55650	3.3141774e-03
352.56432	-1.5703990e-02
352.57214	3.2996672e-02
352.57996	3.9084717e-02
352.58778	-5.5090628e-02
352.59560	1.5308953e-04
352.60342	-1.7843437e-02
352.61124	-6.5233221e-02
352.61906	1.0177686e-02
352.62688	-1.5544324e-02
352.63470	-9.4663563e-03
352.64252	-1.6361131e-02
352.65034	2.7104733e-02
352.65816	3.0913293e-02
352.66598	6.8519413e-03
352.67380	1.7260965e-02
352.68162	-2.8763066e-03
352.68944	3.4395123e-03
352.69726	-1.8607431e-02
352.70508	8.0128273e-04
352.71290	-1.7902997e-02
352.72072	9.2654495e-03
352.72854	2.0624078e-02
352.73636	7.7178486e-03
352.74418	2.9545966e-02
352.75200	6.7199808e-02
352.75982	-5.2719436e-02
352.76764	2.8758990e-04
352.77546	-1.4270648e-02
352.78328	-1.1470164e-02
352.79110	-3.4006316e-02
352.79892	1.2622624e-03
352.80674	-6.5071340e-03
352.81456	-1.5868798e-02
352.82238	-6.4068282e-03
352.83020	-1.4866604e-02
352.83802	-5.8620322e-02
352.84584	2.6888671e-02
352.85366	-7.6326640e-03
352.86148	-2.3786090e-02
352.86930	7.6158230e-03
352.87712	-1.6604775e-02
352.88494	-5.4393104e-02
352.89276	2.2130030e-02
352.90058	-4.1959635e-02
352.90840	-5.5014719e-03
352.91622	2.9632105e-03
352.92404	3.3701599e-02
352.93186	2.9711984e-02
352.93968	4.1047335e-03
352.94750	-1.9123204e-02
352.95532	-1.0435301e-02
352.96314	2.7155203e-02
352.97096	4.4624416e-02
352.97878	1.3558411e-02
352.98660	-1.6156916e-02
352.99442	2.5698992e-02
353.00224	-9.4158284e-03
353.01006	-1.0230585e-02
353.01788	-7.0081023e-03
353.02570	1.4720296e-02
353.03352	6.8488921e-03
353.04134	2.4787497e-02
353.04917	3.2377726e-02
353.05699	1.2799458e-02
353.06481	-5.8337852e-02
353.07263	-4.2445793e-02
353.08045	3.9342560e-03
353.08827	-1.6477440e-03
353.09609	5.3950234e-02
353.10391	-7.8463824e-04
353.11173	-3.8441602e-03
353.11955	2.3568659e-02
353.12737	2.6582654e-02
353.13519	-5.9130795e-03
353.14301	1.1802576e-02
353.15083	-2.8365799e-02
353.15865	-2.3605589e-02
353.16647	3.0800366e-02
353.17429	-3.5204526e-02
353.18211	2.3032001e-02
353.18993	1.6921710e-02
353.19775	1.9218692e-02
353.20557	2.2795905e-02
353.21339	1.4071993e-02
353.22121	-5.3560758e-02
353.22903	-2.5133485e-02
353.23685	-1.5056502e-02
353.24467	2.2847082e-02
353.25249	-2.8218285e-02
353.26031	-1.7645257e-02
353.26813	-9.0929136e-03
353.27595	3.2888445e-02
353.28377	-3.6048409e-02
353.29159	-3.3870073e-02
353.29941	1.5657448e-02
353.30723	-5.3159532e-02
353.31505	8.2783573e-03
353.32287	-1.1371874e-02
353.33069	-3.9444400e-02
353.33851	-1.0527167e-02
353.34633	-2.5073577e-02
353.35415	4.1746914e-03
353.36197	9.0758466e-03
353.36979	3.7204553e-02
353.37761	-3.3890186e-04
353.38543	2.4947789e-03
353.39325	-1.4451619e-02
353.40107	-6.0952147e-04
353.40889	2.6221621e-02
353.41671	-4.8161133e-02
353.42453	1.6460179e-02
353.43235	-1.3397273e-02
353.44017	1.8295979e-03
353.44799	8.1086513e-03
353.45581	2.1247571e-02
353.46363	5.9429809e-03
353.47145	-9.8296737e-03
353.47927	7.7756171e-03
353.48709	2.8026249e-04
353.49491	-5.1288893e-03
353.50273	5.1124695e-03
353.51055	2.1823458e-02
353.51837	3.4424125e-03
353.52619	3.8710062e-03
353.53401	-3.2203324e-02
353.54183	-3.1906859e-03
353.54965	-4.6465686e-02
353.55747	1.7985173e-02
353.56529	-2.3496284e-02
353.57311	3.2369749e-02
353.58093	7.4821286e-02
353.58875	-9.9494766e-03
353.59657	3.3226403e-02
353.60439	1.0075765e-02
353.61221	-1.3938751e-02
353.62004	-2.1046712e-02
353.62786	1.4034749e-02
353.63568	3.4856888e-02
353.64350	8.8291120e-03
353.65132	-3.7810845e-02
353.65914	-2.6069752e-02
353.66696	-5.7124927e-03
353.67478	3.3916148e-02
353.68260	7.0724989e-03
353.69042	8.1687880e-03
353.69824	3.0249954e-02
353.70606	-5.1274058e-03
353.71388	-2.2403011e-03
353.72170	-4.5589368e-03
353.72952	-4.4461183e-02
353.73734	1.1654916e-02
353.74516	1.0259028e-02
353.75298	2.4374229e-02
353.76080	-2.9734301e-02
353.76862	-2.0408193e-02
353.77644	2.3350232e-02
353.78426	8.0651406e-03
353.79208	3.4364347e-02
353.79990	-2.1586998e-02
353.80772	5.0089845e-03
353.81554	-1.6910925e-02
353.82336	7.7329426e-03
353.83118	-1.2136912e-02
353.83900	1.3388482e-02
353.84682	2.7023494e-02
353.85464	1.6871257e-02
353.86246	-4.5217239e-02
353.87028	2.3499772e-02
353.87810	1.1178326e-02
353.88592	-2.6085655e-02
353.89374	-2.2154202e-02
353.90156	1.9770751e-04
353.90938	1.4328361e-02
353.91720	-1.1277310e-02
353.92502	-4.0572494e-02
353.93284	7.0298583e-03
353.94066	4.2356804e-03
353.94848	6.1018867e-02
353.95630	-3.2223357e-02
353.96412	6.3084472e-02
353.97194	4.3608346e-02
353.97976	7.5689358e-03
353.98758	4.1465546e-02
353.99540	2.4050291e-03
354.00322	2.4437025e-02
354.01104	-1.8352976e-02
354.01886	1.9836925e-03
354.02668	-2.5373566e-02
354.03450	-3.9395385e-02
354.04232	-6.8000529e-03
354.05014	-1.6480815e-02
354.05796	1.4311909e-02
354.06578	3.1761768e-02
354.07360	-4.2370855e-03
354.08142	1.4651128e-03
354.08924	4.6898589e-03
354.09706	-4.1957265e-02
354.10488	6.7190317e-03
354.11270	2.7583273e-04
354.12052	-1.1659395e-03
354.12834	-2.7517177e-02
354.13616	-4.9554741e-02
354.14398	-6.2641867e-03
354.15180	7.8963019e-03
354.15962	3.3515270e-02
354.16744	2.8271903e-02
354.17526	3.6375506e-02
354.18308	9.2413999e-03
354.19091	2.8896867e-02
354.19873	-5.1575355e-03
354.20655	1.5703629e-02
354.21437	2.3288214e-02
354.22219	6.7226027e-02
354.23001	6.0587209e-03
354.23783	-3.1821225e-02
354.24565	3.4436394e-02
354.25347	-1.9789353e-02
354.26129	-1.5237539e-03
354.26911	-7.3621397e-03
354.27693	-2.2700634e-02
354.28475	3.3362645e-02
354.29257	1.4894909e-02
354.30039	-1.5307204e-02
354.30821	1.7269494e-03
354.31603	-1.0837359e-02
354.32385	1.5373470e-02
354.33167	-9.4702993e-03
354.33949	-1.9160411e-02
354.34731	-1.6113965e-02
354.35513	-1.0927572e-02
354.36295	7.2279958e-03
354.37077	-2.2978016e-02
354.37859	-2.2403351e-03
354.38641	1.1083478e-02
354.39423	5.8425876e-02
354.40205	2.1400177e-02
354.40987	-7.4600042e-02
354.41769	-1.2782773e-02
354.42551	-9.9289610e-03
354.43333	8.0038456e-03
354.44115	3.9228902e-02
354.44897	1.8546179e-02
354.45679	-5.7578412e-02
354.46461	7.6688133e-03
354.47243	2.6959973e-03
354.48025	1.0319003e-02
354.48807	3.3966221e-02
354.49589	-2.7276751e-02
354.50371	2.7571329e-02
354.51153	-4.1351982e-02
354.51935	1.2652127e-03
354.52717	9.5096206e-03
354.53499	5.7108033e-02
354.54281	-1.7563511e-02
354.55063	-4.2353581e-02
354.55845	1.7172972e-02
354.56627	-1.6535901e-02
